indicator;País__ESTANDAR;Grandes grupos de edad (6);Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2085;-6.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2086;-6.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2087;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2088;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2089;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2090;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2091;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2092;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2093;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2094;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2095;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2096;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2097;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2098;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2099;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Costa Rica;Total;2100;-6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1950;20.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1951;20.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1952;20.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1953;20.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1954;20.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1955;20.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1956;20.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1957;20.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1958;20.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1959;20.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1960;20.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1961;20.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1962;21.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1963;21.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1964;21.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1965;20.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1966;19.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1967;19.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1968;18.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1969;18.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1970;18.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1971;16.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1972;14.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1973;13.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1974;11.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1975;9.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1976;8.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1977;6.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1978;5.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1979;4.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1980;3.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1981;5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1982;7.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1983;8.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1984;8.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1985;8.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1986;8.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1987;9.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1988;9.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1989;9.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1990;9.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1991;7.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1992;5.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1993;4.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1994;3.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1995;3.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1996;3.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1997;3.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1998;3.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;1999;3.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2000;3.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2001;2.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2002;2.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2003;2.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2004;2.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2005;1.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2006;1.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2007;0.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2008;0.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2009;0.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2010;0.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2011;0.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2012;1.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Cuba;Total;2013;1.1;Tasa anual media, por cada 1.000 habitantes;;6547
