indicator;País__ESTANDAR;Grandes grupos de edad (6);Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1991;26.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1992;25.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1993;24.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1994;24.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1995;23.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1996;22.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1997;22.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1998;21.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;1999;20.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2000;18.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2001;15.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2002;13.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2003;12.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2004;11.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2005;10.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2006;10.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2007;9.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2008;9.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2009;10.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2010;12.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2011;13.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2012;13.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2013;14.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2014;14.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2015;14.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2016;14.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2017;13.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2018;13.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2019;13.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2020;13.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2021;11.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2022;11.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2023;12.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2024;12.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2025;11.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2026;11.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2027;11.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2028;10.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2029;10.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2030;10.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2031;9.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2032;9.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2033;9.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2034;8.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2035;8.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2036;8.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2037;8.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2038;7.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2039;7.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2040;7.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2041;7.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2042;6.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2043;6.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2044;6.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2045;6.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2046;5.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2047;5.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2048;5.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2049;5.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2050;5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2051;4.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2052;4.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2053;4.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2054;4.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2055;3.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2056;3.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2057;3.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2058;3.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2059;2.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2060;2.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2061;2.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2062;2.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2063;1.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2064;1.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2065;1.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2066;1.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2067;1.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2068;0.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2069;0.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2070;0.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2071;0.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2072;0.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2073;-0.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2074;-0.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2075;-0.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2076;-0.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2077;-0.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2078;-0.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2079;-1.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2080;-1.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2081;-1.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2082;-1.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2083;-1.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2084;-1.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2085;-1.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2086;-1.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2087;-2.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2088;-2.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2089;-2.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2090;-2.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2091;-2.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2092;-2.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2093;-2.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2094;-2.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2095;-3.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2096;-3.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2097;-3.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2098;-3.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2099;-3.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Paraguay;Total;2100;-3.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1950;28.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1951;28.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1952;27.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1953;27.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1954;27.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1955;27.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1956;28.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1957;28.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1958;27.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1959;29.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1960;29.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1961;29.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1962;29.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1963;29.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1964;29.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1965;29.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1966;28.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1967;28.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1968;28.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1969;28.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1970;23.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1971;27.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1972;26.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1973;26.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1974;25.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1975;25.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1976;24.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1977;25.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1978;25.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1979;24.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1980;25.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1981;24.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1982;24.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1983;24.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1984;23.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1985;23.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1986;22.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1987;22.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1988;22.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1989;22.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1990;22.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1991;20.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1992;20.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1993;19.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1994;19.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1995;18.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1996;18.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1997;18.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1998;17.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;1999;16.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2000;14.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2001;12.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2002;11.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2003;10.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2004;9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2005;8.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2006;8.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2007;7.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2008;6.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2009;7.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2010;8.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2011;8.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2012;9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2013;9.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2014;11.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2015;12.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2016;14.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2017;15.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2018;22.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2019;16.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2020;12.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2021;11.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2022;8.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2023;9.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2024;9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2025;9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2026;9.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2027;9.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2028;9.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2029;9.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2030;9.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2031;8.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2032;8.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2033;8.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2034;8.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2035;7.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2036;7.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2037;7.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2038;7.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2039;7.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2040;6.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2041;6.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2042;6.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2043;6.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2044;5.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2045;5.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2046;5.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2047;5.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2048;5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2049;4.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2050;4.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2051;4.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2052;4.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Perú;Total;2053;3.8;Tasa anual media, por cada 1.000 habitantes;;6547
