indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa bruta de mortalidad;Anguila;2086;17.10;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2087;16.87;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2088;16.65;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2089;16.46;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2090;16.30;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2091;16.15;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2092;16.04;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2093;15.96;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2094;15.91;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2095;15.89;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2096;15.90;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2097;15.94;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2098;16.00;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2099;16.06;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Anguila;2100;16.16;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1950;12.58;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1951;12.25;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1952;11.89;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1953;11.58;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1954;11.26;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1955;10.97;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1956;10.71;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1957;10.44;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1958;10.18;Tasa por 1.000 habitantes;;6547
